P_max,OmegaP,OmegaM,t_max,Mu,Gamma_e,delta_a,delta_f,number_of_fails,mp.dps,ComputTime
0.118703671091663,0.287229133051109,0.180535291474858,5.09692252819475,0,0.0562,14.5,14.4967841149191,8,25,7253.19713139534
0.11945709907154,0.288080691245992,0.182225975492585,5.09191049737645,0,0.0562,15,14.9968688784137,4,25,4154.99087429047
0.121679787092051,0.266830716805003,0.162507645992808,5.49922149554806,0,0.0562,15.5,15.4976843157683,12,25,7699.7919523716
0.115291668483504,0.336781381278849,0.20597114494612,4.51979903839957,0,0.0562,16,15.9957881003123,4,80,18306.1220312119
0.115291439431665,0.336780539231057,0.205968846348012,4.51985663992756,0,0.0562,16.5,16.4959191962585,8,80,33164.2725315094
0.115291230307423,0.336779516236356,0.205966706774159,4.51991468025515,0,0.0562,17,16.9960397101215,6,80,28066.0899517536
0.115291038866595,0.336777933543356,0.205961653438724,4.5199706333158,0,0.0562,17.5,17.4961525717701,4,80,18736.0333139896
0.115290863173086,0.336778617087141,0.205962449953773,4.52000861636575,0,0.0562,18,17.9962586702744,4,80,24279.379183054
0.115290701543755,0.336777898694539,0.205961626420449,4.52001213330784,0,0.0562,18.5,18.4963593820709,4,80,21700.5404002666
0.115290552514858,0.336782011103049,0.20596150724373,4.52003083521887,0,0.0562,19,18.9964577464762,4,80,24516.7013339996
0.115290414810239,0.336782094489582,0.205959752924362,4.52002229535675,0,0.0562,19.5,19.4965467307487,6,80,34279.0614182949
0.115290287313698,0.336780642978285,0.205956945658045,4.52011781093456,0,0.0562,20,19.996633397695,4,80,21126.0955235958
0.115290169033236,0.336778026314914,0.205953169243636,4.52014362157191,0,0.0562,20.5,20.4967164052127,4,80,17625.0288002491
0.115290059113406,0.336782240131861,0.205955251490916,4.52011381293879,0,0.0562,21,20.9967920091522,6,80,34835.468514204
0.115289956771123,0.336781486045336,0.205956525398257,4.52011902804294,0,0.0562,21.5,21.4968680552681,11,80,38059.9703392983
0.11528986133277,0.336782584519982,0.205954997847409,4.5201774842305,0,0.0562,22,21.9969375648029,8,80,30443.4338018894
